country,year,sex,age_group,population,population_density,median_age,fertility_rate,life_expectancy,net_migration,urban_population_percent,dependency_ratio,birth_rate,death_rate,population_growth_rate
Ireland,2022,Total,0-14,437855,208.07,37.4,2.07,79.7,-36304,60.6,47.7,8.82,8.65,0.9
Ireland,2022,Total,15-29,268371,394.12,44.0,2.01,77.8,-29092,73.6,59.5,9.01,8.2,-0.41
Ireland,2022,Total,30-44,3470093,488.01,45.6,1.36,81.5,-44584,60.3,59.4,9.3,12.08,0.92
Ireland,2022,Total,45-64,1297652,267.75,42.7,2.02,81.4,29669,89.3,60.3,8.58,11.72,-1.3
Ireland,2022,Total,65+,3356767,246.02,39.0,1.79,77.1,13496,72.0,45.5,9.21,13.41,1.93
Ireland,2023,Male,0-14,3460432,492.51,38.5,1.6,75.9,-22525,74.3,64.8,9.88,10.11,1.01
Ireland,2023,Male,15-29,1488014,37.81,45.1,1.9,75.6,14566,88.7,52.8,9.63,10.13,0.88
Ireland,2023,Male,30-44,4102145,498.83,44.3,1.56,79.4,-1211,71.0,57.0,8.08,11.8,-1.39
Ireland,2023,Male,45-64,3426123,148.87,41.5,1.68,78.8,-11755,88.4,59.6,9.79,11.54,0.66
Ireland,2023,Male,65+,127538,166.65,44.7,1.3,81.9,7885,85.1,63.1,9.7,8.19,2.21
Ireland,2023,Female,0-14,3882767,322.54,38.1,1.42,82.5,45707,86.6,48.2,7.52,8.02,-0.24
Ireland,2023,Female,15-29,4041702,412.33,39.2,1.85,78.3,24729,60.9,57.2,9.84,8.58,0.88
Ireland,2023,Female,30-44,2657243,36.57,35.2,1.8,82.6,45433,69.3,54.4,8.17,13.93,-0.46
Ireland,2023,Female,45-64,1106435,145.57,38.9,1.48,78.3,46726,77.1,57.4,7.35,11.98,0.61
Ireland,2023,Female,65+,1338040,134.43,37.3,1.91,81.3,22442,83.2,62.1,9.1,12.01,-1.26
Ireland,2023,Total,0-14,771471,259.11,36.3,1.46,82.8,37943,82.3,62.9,7.7,12.35,0.56
Ireland,2023,Total,15-29,3447868,40.29,37.7,1.74,83.1,46901,87.5,51.9,9.13,10.19,0.13
Ireland,2023,Total,30-44,1641763,250.16,36.2,1.62,75.7,-2787,88.9,48.0,9.66,11.41,2.19
Ireland,2023,Total,45-64,1439483,278.32,35.5,1.48,83.6,-22634,65.6,55.3,7.17,11.1,0.88
Ireland,2023,Total,65+,1220327,340.33,43.8,1.27,75.4,36742,60.0,61.9,9.53,10.77,-0.55
Ireland,2024,Male,0-14,305178,356.89,42.8,1.49,77.2,29642,76.6,63.6,9.87,9.46,0.26
Ireland,2024,Male,15-29,3813328,373.71,46.1,1.88,79.0,-27585,88.7,63.9,7.5,13.67,1.68
Ireland,2024,Male,30-44,1400162,52.98,45.8,1.63,77.5,22714,65.1,52.2,11.57,10.86,2.18
Ireland,2024,Male,45-64,1572172,260.12,36.1,1.87,82.6,-42066,70.4,49.4,8.38,12.04,-0.02
Ireland,2024,Male,65+,724451,94.93,39.5,2.03,78.4,-34352,85.7,57.2,11.54,11.49,-0.82
Ireland,2024,Female,0-14,1329757,358.64,46.8,1.27,78.9,38854,72.7,60.3,7.58,13.34,1.03
Ireland,2024,Female,15-29,582912,461.01,43.2,1.42,80.5,969,63.8,48.8,7.49,11.75,0.19
Ireland,2024,Female,30-44,2073306,477.86,36.6,1.37,78.8,15254,77.0,50.1,9.57,12.49,0.47
Ireland,2024,Female,45-64,3047975,303.56,46.4,2.0,81.9,20803,67.2,61.8,7.91,11.63,0.26
Ireland,2024,Female,65+,4190861,452.98,36.0,1.9,82.5,-23996,74.2,57.9,11.53,11.4,1.7
Ireland,2024,Total,0-14,1226714,186.16,35.4,1.59,80.9,-30652,77.0,60.9,9.19,13.76,-0.41
Ireland,2024,Total,15-29,1882110,163.7,44.1,1.72,81.3,-44462,62.9,55.4,9.64,12.78,2.37
Ireland,2024,Total,30-44,2683631,253.64,45.2,1.63,80.0,-5056,81.4,55.4,7.81,10.31,0.84
Ireland,2024,Total,45-64,2588401,300.62,46.7,2.08,76.1,-35141,84.1,52.4,10.29,10.93,-0.59
Ireland,2024,Total,65+,4985016,153.49,39.1,1.37,81.5,11596,68.5,63.4,9.14,11.52,0.34
Italy,2015,Male,0-14,2725238,89.54,37.0,2.03,79.1,18486,85.6,63.4,7.81,9.82,1.94
Italy,2015,Male,15-29,3339857,31.63,45.4,1.49,78.7,12029,85.8,57.4,11.78,8.12,0.19
Italy,2015,Male,30-44,3694176,183.04,37.9,1.76,79.0,-47728,74.2,63.4,11.99,9.5,2.24
Italy,2015,Male,45-64,3068286,224.36,45.5,1.91,82.7,30211,67.1,56.2,8.93,10.76,-0.88
Italy,2015,Male,65+,1372168,433.09,45.8,1.75,79.5,-6631,71.1,63.6,9.21,12.82,2.21
Italy,2015,Female,0-14,2947201,452.21,38.8,2.07,82.3,24625,83.2,54.3,8.02,8.14,0.74
Italy,2015,Female,15-29,3872216,139.31,46.5,1.65,78.6,-26298,64.0,63.9,7.66,10.1,-0.28
Italy,2015,Female,30-44,4789586,128.74,37.1,1.78,83.3,-43374,81.4,53.4,7.63,10.23,0.86
Italy,2015,Female,45-64,3563054,166.75,42.2,1.9,79.1,-18937,79.4,63.2,9.05,11.23,-0.43
Italy,2015,Female,65+,2386027,51.64,38.4,1.26,83.7,-1258,65.2,47.3,8.85,9.85,-0.38
Italy,2015,Total,0-14,4450036,459.05,41.8,1.67,82.3,-17600,65.9,54.9,10.53,10.91,-0.85
Italy,2015,Total,15-29,1318374,436.82,37.0,2.04,79.3,-26896,82.3,62.5,8.85,10.44,0.23
Italy,2015,Total,30-44,1974393,403.03,40.2,1.36,75.7,40826,67.9,49.6,10.29,8.7,0.05
Italy,2015,Total,45-64,280096,237.91,45.4,1.75,75.2,-49463,79.7,46.3,8.96,9.67,0.81
Italy,2015,Total,65+,2864372,172.36,44.4,1.49,78.9,38483,88.3,46.2,10.7,12.36,2.29
Italy,2016,Male,0-14,4179484,148.22,38.5,1.53,79.1,-34363,83.1,62.3,8.82,11.15,-1.03
Italy,2016,Male,15-29,3878270,340.04,35.5,1.84,81.8,10436,79.1,62.8,11.56,12.76,-0.8
Italy,2016,Male,30-44,4453025,284.05,44.2,1.7,78.0,-13148,62.6,56.7,11.11,13.17,-1.39
Italy,2016,Male,45-64,1639056,179.58,47.0,1.72,75.8,-36346,83.5,52.7,7.54,12.58,1.9
Italy,2016,Male,65+,4690965,76.09,41.5,1.94,77.1,9199,84.4,53.7,7.62,13.64,0.68
Italy,2016,Female,0-14,306599,366.44,39.4,1.91,77.8,49456,89.9,58.6,9.04,11.36,0.16
Italy,2016,Female,15-29,382857,432.27,41.8,1.93,79.4,39003,85.6,52.7,7.57,13.05,0.49
Italy,2016,Female,30-44,1866376,353.14,43.8,1.49,81.3,-1049,66.1,61.9,8.41,12.76,0.46
Italy,2016,Female,45-64,4688277,73.11,42.5,1.41,82.2,42992,89.2,58.0,9.16,11.77,-1.01
Italy,2016,Female,65+,1684580,322.49,35.1,1.57,78.9,44101,79.6,49.1,9.35,13.88,-0.72
Italy,2016,Total,0-14,2620373,83.91,39.5,1.87,82.5,-23723,84.8,48.5,9.07,12.62,2.42
Italy,2016,Total,15-29,4008675,235.12,43.0,1.24,78.5,-10356,71.8,54.2,10.28,9.57,-1.41
Italy,2016,Total,30-44,2646408,461.44,37.1,1.34,82.6,36856,87.5,62.9,11.54,12.44,-1.07
Italy,2016,Total,45-64,2788349,208.91,40.4,1.74,79.7,-23624,83.4,63.4,10.78,12.05,0.36
Italy,2016,Total,65+,2066842,74.26,45.6,1.69,75.4,-3745,68.7,49.7,7.73,10.18,1.22
Italy,2017,Male,0-14,4228557,412.31,37.4,1.23,83.8,34942,65.3,64.4,8.07,9.15,1.14
Italy,2017,Male,15-29,2870934,315.04,43.9,1.32,82.2,-25644,74.6,48.3,9.47,10.47,2.06
Italy,2017,Male,30-44,607193,488.85,42.5,1.34,75.4,34679,87.5,53.1,7.64,9.34,1.44
Italy,2017,Male,45-64,1812753,277.47,44.5,1.27,83.0,-41791,73.4,58.3,11.17,9.69,-1.07
Italy,2017,Male,65+,981482,130.82,40.2,2.09,80.2,-39752,80.3,61.4,11.72,11.95,0.4
Italy,2017,Female,0-14,2956943,199.33,39.0,1.49,81.3,-43513,81.8,64.9,8.51,13.27,0.91
Italy,2017,Female,15-29,51755,318.43,38.7,1.92,76.0,-25034,68.2,57.3,8.09,12.63,-0.59
Italy,2017,Female,30-44,1024005,430.48,44.3,1.73,77.5,-48937,62.4,47.7,9.81,8.89,-0.39
Italy,2017,Female,45-64,1884098,188.54,46.6,1.22,81.9,-898,69.2,45.9,9.93,9.34,2.34
Italy,2017,Female,65+,2650771,137.44,40.2,1.81,76.7,26653,71.8,60.9,7.18,12.01,1.1
Italy,2017,Total,0-14,2098411,156.1,39.1,2.03,81.8,48029,67.6,59.0,11.43,9.38,1.32
Italy,2017,Total,15-29,4842426,477.61,38.9,1.58,76.0,19626,83.5,59.8,8.27,13.65,-0.64
Italy,2017,Total,30-44,589610,214.48,36.6,1.49,76.7,7631,74.4,62.6,8.74,12.71,-0.61
Italy,2017,Total,45-64,3647770,121.46,43.6,1.76,82.2,17104,82.5,46.5,10.3,12.3,1.12
Italy,2017,Total,65+,3932707,308.91,45.1,1.58,79.8,-43263,78.3,59.7,8.67,12.2,2.16
Italy,2018,Male,0-14,4902650,328.43,40.8,1.85,83.4,39064,79.6,50.6,10.99,10.56,-1.02
Italy,2018,Male,15-29,3866647,284.53,44.7,2.06,82.9,34412,76.4,50.6,9.31,13.68,1.41
Italy,2018,Male,30-44,729644,365.02,41.6,1.88,75.3,12547,78.5,50.8,10.96,11.62,1.28
Italy,2018,Male,45-64,1365870,232.31,37.5,2.05,83.5,-40450,74.2,55.4,9.96,12.61,-1.14
Italy,2018,Male,65+,4467660,294.72,43.0,1.49,78.7,5123,89.4,54.9,11.98,10.94,-0.62
Italy,2018,Female,0-14,1609191,48.61,45.9,1.94,81.5,44791,77.4,64.9,8.39,12.68,0.83
Italy,2018,Female,15-29,2104040,37.71,36.0,1.43,80.0,-5599,83.2,45.0,9.53,9.41,2.0
Italy,2018,Female,30-44,2462461,170.65,42.6,1.82,78.6,-23896,67.2,46.9,7.35,11.03,1.07
Italy,2018,Female,45-64,4867956,137.6,38.3,1.23,76.6,26455,89.6,63.7,8.78,10.4,1.48
Italy,2018,Female,65+,543798,177.59,36.4,1.61,80.0,-9860,75.7,55.2,8.81,12.31,0.9
Italy,2018,Total,0-14,2045020,342.03,40.2,1.25,79.2,-22134,67.7,52.0,8.16,13.92,-0.89
Italy,2018,Total,15-29,3475487,492.63,41.2,1.87,81.1,-1297,66.5,60.1,11.41,9.03,-0.11
Italy,2018,Total,30-44,4540431,396.97,38.4,1.71,78.6,-26558,83.0,50.4,10.34,10.12,0.8
Italy,2018,Total,45-64,4487095,172.77,45.3,1.88,78.1,-48735,73.6,48.9,7.8,10.84,1.55
Italy,2018,Total,65+,4823376,393.85,36.4,1.7,78.7,9133,62.3,63.6,8.98,13.53,-1.2
Italy,2019,Male,0-14,1764591,346.22,39.3,1.72,80.3,9951,76.7,52.3,7.98,9.49,-0.61
Italy,2019,Male,15-29,4337178,455.9,46.0,1.25,75.7,-41986,88.3,49.3,9.56,8.38,2.08
Italy,2019,Male,30-44,2029683,98.76,38.5,1.21,82.1,-41708,62.6,50.9,7.69,10.8,-0.88
Italy,2019,Male,45-64,2205285,133.87,43.9,1.22,80.0,-24922,60.0,62.4,10.36,8.59,1.16
Italy,2019,Male,65+,1420987,188.53,35.8,1.57,76.4,-44757,71.9,51.6,10.86,13.5,1.9
Italy,2019,Female,0-14,3610254,96.51,41.1,1.78,79.2,-40277,70.0,55.5,7.38,13.11,0.15
Italy,2019,Female,15-29,2106297,350.66,43.1,1.66,77.5,-37078,73.1,54.0,9.0,13.51,-0.06
Italy,2019,Female,30-44,3306389,394.64,38.8,1.83,83.4,-49430,81.2,51.6,7.51,9.59,-0.98
Italy,2019,Female,45-64,4954665,153.06,42.7,2.06,81.2,8688,66.1,49.0,10.48,13.2,-0.54
Italy,2019,Female,65+,4758807,345.04,42.4,1.6,75.9,31951,60.3,61.1,9.59,12.11,2.16
Italy,2019,Total,0-14,729484,469.07,37.0,1.69,75.5,-16450,73.5,48.3,7.47,10.84,0.36
Italy,2019,Total,15-29,4836852,238.45,42.2,1.23,79.2,-48799,64.8,58.8,9.97,12.49,-0.9
Italy,2019,Total,30-44,905056,496.33,36.2,1.7,79.8,-45688,83.4,52.9,8.92,11.95,-1.13
Italy,2019,Total,45-64,2666254,50.16,37.3,1.8,75.9,-7838,74.8,49.8,7.48,12.81,0.66
Italy,2019,Total,65+,2642650,429.22,37.3,1.57,80.0,5443,60.9,50.8,10.04,10.14,1.6
Italy,2020,Male,0-14,1398668,140.17,36.8,1.77,79.1,373,65.6,51.3,7.19,11.91,2.45
Italy,2020,Male,15-29,563205,343.92,41.9,1.96,80.6,4251,80.9,59.6,10.26,8.57,1.28
Italy,2020,Male,30-44,794227,258.45,42.2,2.04,77.2,-37182,86.1,63.8,9.44,8.69,0.44
Italy,2020,Male,45-64,343441,363.02,44.3,1.31,80.9,-13194,79.1,64.1,11.9,8.02,-1.02
Italy,2020,Male,65+,253265,327.68,36.4,1.79,83.3,-17105,64.9,60.3,9.96,11.29,0.36
Italy,2020,Female,0-14,2305947,64.74,39.9,1.5,82.1,-18278,87.4,52.0,8.36,9.36,-0.48
Italy,2020,Female,15-29,770323,370.08,45.0,2.01,75.6,17907,63.5,55.7,9.56,9.63,1.81
Italy,2020,Female,30-44,3589961,61.23,45.5,2.05,80.6,5099,69.5,59.2,8.24,12.94,-0.41
Italy,2020,Female,45-64,2256167,305.23,38.6,1.77,78.3,-296,66.8,62.0,8.54,10.03,-0.71
Italy,2020,Female,65+,1713100,281.83,42.8,1.51,77.6,-29974,67.5,62.3,8.25,8.51,1.78
Italy,2020,Total,0-14,366882,482.06,42.1,1.91,75.4,47925,67.8,61.4,8.14,12.08,-1.17
Italy,2020,Total,15-29,4427278,465.15,38.5,1.56,82.6,-7,81.3,60.3,10.65,12.92,2.11
Italy,2020,Total,30-44,3372674,210.05,46.5,1.26,78.7,29625,72.0,61.4,7.63,12.03,-1.49
Italy,2020,Total,45-64,1606681,425.45,38.3,1.39,83.2,20880,63.4,49.2,10.11,10.52,0.52
Italy,2020,Total,65+,1641522,375.46,36.1,1.47,83.3,17201,82.3,55.4,8.13,9.74,0.73
Italy,2021,Male,0-14,651248,104.88,38.0,1.91,78.9,42522,79.5,59.7,7.63,9.66,-0.61
Italy,2021,Male,15-29,4123273,144.11,39.0,2.05,84.0,47252,64.3,49.5,8.36,8.88,0.14
Italy,2021,Male,30-44,4181048,175.84,39.1,1.53,78.1,7724,86.7,64.3,8.01,12.23,1.87
Italy,2021,Male,45-64,3404486,63.46,44.9,1.61,82.7,-26967,87.9,59.9,8.21,11.51,1.25
Italy,2021,Male,65+,4752226,198.46,45.9,1.71,77.0,4043,79.1,49.6,9.02,13.23,-1.38
Italy,2021,Female,0-14,2663228,440.22,36.5,2.08,75.1,-126,80.2,52.8,9.0,12.59,0.5
Italy,2021,Female,15-29,4542917,331.3,46.1,1.96,75.1,12372,69.1,54.1,7.47,9.69,1.03
Italy,2021,Female,30-44,4569553,223.66,45.0,1.66,81.6,-41813,73.9,63.0,8.12,8.19,0.23
Italy,2021,Female,45-64,809642,243.6,40.5,1.8,77.3,43422,64.6,52.9,10.28,12.97,1.67
Italy,2021,Female,65+,4269695,250.62,43.8,1.61,75.5,-45498,79.3,58.6,8.06,12.77,0.42
Italy,2021,Total,0-14,3950388,391.91,39.3,1.36,76.8,17854,74.6,59.9,7.33,13.54,-0.44
Italy,2021,Total,15-29,3147038,336.97,43.5,2.04,78.0,10123,65.5,61.8,8.98,13.4,-0.46
Italy,2021,Total,30-44,2814393,61.43,40.8,1.31,80.9,-31656,61.5,51.4,8.98,9.49,-1.35
Italy,2021,Total,45-64,2036517,280.04,40.1,1.83,82.7,-12149,61.2,60.3,9.42,13.67,0.07
Italy,2021,Total,65+,4392565,406.32,43.6,1.91,83.4,30366,64.2,63.9,10.36,8.32,-0.88
Italy,2022,Male,0-14,2280922,131.88,38.7,2.1,80.9,-20311,69.1,59.8,9.31,11.59,0.16
Italy,2022,Male,15-29,1317653,490.85,41.0,1.93,81.0,5746,62.0,54.1,10.69,8.95,-0.41
Italy,2022,Male,30-44,2685872,465.07,37.8,1.68,78.1,-20653,62.4,57.8,9.39,13.61,-0.34
Italy,2022,Male,45-64,1733950,102.03,41.9,1.94,76.7,-45594,64.4,50.2,9.93,9.91,0.5
Italy,2022,Male,65+,4165981,86.43,38.0,1.92,76.2,-39630,69.8,63.4,7.95,9.13,0.76
Italy,2022,Female,0-14,3796711,406.47,40.3,1.83,76.6,-22079,77.8,60.1,8.49,13.6,2.35
Italy,2022,Female,15-29,4070547,369.0,40.2,1.91,81.0,-21432,88.6,45.4,8.78,13.28,-1.18
Italy,2022,Female,30-44,3547284,489.98,45.2,2.02,76.3,2600,87.1,53.9,7.37,13.28,-0.49
Italy,2022,Female,45-64,3338893,167.09,36.9,1.33,79.4,12025,73.9,48.6,10.73,8.71,-0.54
Italy,2022,Female,65+,4746384,379.44,42.2,2.06,80.4,-21169,76.9,61.0,7.66,8.44,-0.75
Italy,2022,Total,0-14,1632246,308.09,41.5,1.42,78.0,-34265,88.4,49.6,7.85,11.36,0.85
Italy,2022,Total,15-29,654275,475.82,40.0,1.98,77.3,31124,85.3,63.4,9.43,11.84,-1.49
Italy,2022,Total,30-44,4075367,73.94,38.4,1.49,83.7,49978,73.6,62.5,11.27,13.27,1.14
Italy,2022,Total,45-64,485938,56.12,43.6,1.29,76.3,42519,76.4,46.9,9.79,8.4,-1.44
Italy,2022,Total,65+,4155096,321.82,39.9,1.33,81.2,-30524,65.1,59.9,11.12,13.14,-1.07
Italy,2023,Male,0-14,4833624,216.25,43.3,1.87,79.6,-48109,83.9,54.0,7.55,11.1,0.08
Italy,2023,Male,15-29,4213153,55.83,41.9,2.01,82.0,-44742,79.5,49.0,8.99,8.43,0.31
Italy,2023,Male,30-44,4798969,293.53,40.3,1.46,75.9,49941,74.6,51.9,8.02,8.88,1.12
Italy,2023,Male,45-64,3672540,136.54,46.7,1.93,80.1,9216,68.2,52.8,9.3,8.5,1.87
Italy,2023,Male,65+,1971222,116.19,43.5,1.34,79.9,11680,89.7,45.4,8.97,12.91,-0.19
Italy,2023,Female,0-14,2621284,463.15,46.0,2.03,75.7,21264,89.0,59.3,9.1,13.69,2.37
Italy,2023,Female,15-29,2855415,223.55,44.5,1.79,76.6,48602,72.4,54.8,7.84,10.71,0.54
Italy,2023,Female,30-44,2021369,254.79,45.8,1.2,81.6,34562,83.9,51.4,10.23,8.88,-0.13
Italy,2023,Female,45-64,4434335,61.67,37.0,1.94,78.0,18742,88.8,54.8,9.81,10.49,-1.21
Italy,2023,Female,65+,4037770,247.42,37.2,1.96,82.6,-25193,75.8,47.1,8.0,13.4,0.49
Italy,2023,Total,0-14,3195702,438.28,40.0,1.49,80.4,-9705,69.8,46.3,10.26,13.83,1.81
Italy,2023,Total,15-29,109016,215.27,39.6,1.29,82.3,9222,72.2,61.4,7.91,8.34,2.29
Italy,2023,Total,30-44,1682826,489.11,43.7,1.5,81.3,-32553,71.6,58.8,7.67,11.24,2.19
Italy,2023,Total,45-64,2592871,125.94,37.4,1.26,81.5,-47584,61.7,46.4,11.35,10.74,0.35
Italy,2023,Total,65+,2101904,451.6,46.7,1.42,79.6,28229,60.9,56.7,9.97,13.57,-0.35
Italy,2024,Male,0-14,4476050,454.86,37.0,1.84,81.6,-39348,84.6,63.5,9.15,13.91,-0.64
Italy,2024,Male,15-29,3810831,280.98,44.8,1.63,82.1,-9005,82.0,60.5,7.34,9.23,2.4
Italy,2024,Male,30-44,3954045,293.88,39.4,1.24,78.3,-592,69.7,63.3,10.79,10.4,-0.17
Italy,2024,Male,45-64,2340622,306.07,45.8,1.63,82.7,-33266,62.8,46.9,9.38,11.53,0.2
Italy,2024,Male,65+,1247853,363.36,46.1,1.97,77.7,19285,87.5,47.2,8.19,9.41,2.48
Italy,2024,Female,0-14,3031976,403.6,37.3,2.08,78.9,10814,88.7,62.9,9.17,11.44,2.37
Italy,2024,Female,15-29,644787,218.3,35.8,1.74,83.7,-15301,64.9,49.2,10.28,11.06,-0.58
Italy,2024,Female,30-44,2480392,169.78,36.3,1.53,78.3,20779,87.4,51.9,10.34,13.8,0.06
Italy,2024,Female,45-64,898098,179.34,42.0,2.04,77.6,36027,73.6,63.8,11.57,9.52,0.11
Italy,2024,Female,65+,3161079,67.72,42.3,1.97,83.3,46455,73.1,57.4,7.44,10.97,2.22
Italy,2024,Total,0-14,550704,271.0,41.6,1.57,76.3,-5198,61.9,55.1,10.01,8.04,-1.12
Italy,2024,Total,15-29,1164085,132.87,37.2,1.97,83.5,38672,64.4,54.9,11.76,11.75,1.37
Italy,2024,Total,30-44,4826991,39.37,42.8,1.77,76.0,-43514,82.1,51.5,7.97,9.38,2.06
Italy,2024,Total,45-64,1583808,443.24,40.4,2.04,78.7,-8816,80.4,59.1,11.83,10.72,1.03
Italy,2024,Total,65+,601356,324.56,46.2,2.06,80.4,36229,71.0,64.6,9.71,9.45,-0.73
Latvia,2015,Male,0-14,4645248,435.99,44.9,1.73,82.1,-12908,80.1,60.2,7.6,10.84,-0.36
Latvia,2015,Male,15-29,3046495,115.21,40.5,1.73,79.6,5071,60.3,60.9,9.04,12.02,-1.08
Latvia,2015,Male,30-44,1525926,43.84,44.0,2.07,80.6,-31300,77.4,63.2,11.0,10.51,2.32
Latvia,2015,Male,45-64,4336594,397.59,43.3,2.09,79.6,36949,81.9,57.9,7.78,11.78,0.79
Latvia,2015,Male,65+,4859055,418.24,37.2,1.88,81.8,34648,61.5,54.5,7.29,12.31,-0.01
Latvia,2015,Female,0-14,676987,189.06,42.5,1.95,75.6,-38119,82.1,62.8,8.02,13.15,-0.3
Latvia,2015,Female,15-29,2379541,162.1,46.1,2.07,76.3,4018,68.0,46.2,10.67,11.7,2.39
Latvia,2015,Female,30-44,4626603,496.04,40.1,1.34,76.8,18069,62.9,57.9,7.9,9.54,2.05
Latvia,2015,Female,45-64,2557416,196.46,36.4,1.59,76.8,-44834,72.2,62.9,8.62,10.28,1.63
Latvia,2015,Female,65+,4964105,206.77,36.5,1.89,83.4,-24952,80.1,53.2,9.39,11.94,1.79
Latvia,2015,Total,0-14,3901106,460.89,38.9,1.68,83.7,-28813,80.9,51.5,8.1,8.48,1.33
Latvia,2015,Total,15-29,1693718,298.98,40.7,1.63,80.1,20446,68.0,64.9,8.18,9.44,1.25
Latvia,2015,Total,30-44,1495969,72.09,37.8,1.4,81.7,1084,61.5,58.9,9.78,10.51,0.8
Latvia,2015,Total,45-64,3799114,244.26,41.7,1.82,77.1,-15503,82.9,61.9,11.1,11.9,1.37
Latvia,2015,Total,65+,2480142,104.04,41.4,1.35,78.9,40690,66.2,52.2,9.45,13.75,2.34
Latvia,2016,Male,0-14,295954,393.0,42.5,1.48,78.5,-47069,72.8,55.7,7.62,12.85,-0.91
Latvia,2016,Male,15-29,2267401,175.83,37.7,1.55,79.6,29337,70.2,56.8,10.67,12.57,-0.29
Latvia,2016,Male,30-44,2240867,408.59,39.5,1.87,83.0,31572,83.0,57.0,9.51,11.74,-0.95
Latvia,2016,Male,45-64,2982866,490.33,40.2,1.26,79.1,20506,81.9,49.7,8.32,9.35,1.25
Latvia,2016,Male,65+,2271800,220.39,43.5,2.07,76.5,-37405,65.8,59.7,7.97,11.51,0.86
Latvia,2016,Female,0-14,3457953,62.3,39.8,1.37,76.7,-24831,88.4,61.5,11.86,9.08,-0.65
Latvia,2016,Female,15-29,447010,409.3,39.4,1.71,82.1,32662,64.0,53.5,7.45,9.58,-0.01
Latvia,2016,Female,30-44,1345711,61.91,39.6,1.47,75.2,32874,70.2,59.5,10.42,11.71,0.97
Latvia,2016,Female,45-64,3113631,106.28,45.6,1.51,76.1,41480,81.8,54.6,9.78,13.05,-0.67
Latvia,2016,Female,65+,3933866,128.44,39.7,1.75,80.9,38604,87.9,58.8,10.37,8.02,0.4
Latvia,2016,Total,0-14,4559095,176.17,36.6,1.67,79.7,-30902,65.2,45.1,9.51,8.97,2.36
Latvia,2016,Total,15-29,2505607,150.24,37.1,1.69,80.0,-3024,75.0,55.1,7.27,9.44,1.83
Latvia,2016,Total,30-44,3431681,234.27,43.4,1.84,81.9,-17916,84.5,46.7,8.46,8.27,1.63
Latvia,2016,Total,45-64,999958,300.7,43.4,1.63,77.3,16732,68.3,61.0,11.87,10.09,-1.34
Latvia,2016,Total,65+,3059154,386.83,41.6,1.91,81.3,-27957,70.3,60.0,11.8,10.59,-0.04
Latvia,2017,Male,0-14,2824581,265.97,42.3,1.37,80.9,-17179,78.6,49.8,9.17,9.26,2.0
Latvia,2017,Male,15-29,1647908,237.05,41.2,1.46,82.6,-17143,76.0,50.8,10.29,9.65,1.78
Latvia,2017,Male,30-44,693043,494.48,42.3,1.96,75.7,-40134,74.0,47.7,7.07,10.63,-1.34
Latvia,2017,Male,45-64,827139,318.28,39.1,1.48,76.9,-49908,85.8,54.5,7.3,8.66,1.75
Latvia,2017,Male,65+,3970712,441.66,36.4,1.88,80.9,2865,89.2,56.4,11.53,13.15,-0.17
Latvia,2017,Female,0-14,3488612,181.28,35.9,1.61,82.4,-38605,60.4,58.8,8.6,9.35,1.7
Latvia,2017,Female,15-29,2532563,125.76,40.0,1.49,81.5,21447,69.8,53.7,8.04,12.03,0.08
Latvia,2017,Female,30-44,108407,479.94,37.1,1.33,78.8,-27831,67.7,48.2,11.78,12.23,-0.57
Latvia,2017,Female,45-64,1893993,230.59,39.3,2.1,79.8,4309,71.6,48.9,9.56,10.63,-0.42
Latvia,2017,Female,65+,1698555,348.01,44.8,1.66,77.5,47185,88.4,55.9,7.32,12.16,-1.25
Latvia,2017,Total,0-14,2596840,45.0,42.1,1.99,78.7,-47698,81.8,47.7,8.7,13.66,0.51
Latvia,2017,Total,15-29,2753913,369.02,39.8,1.91,80.8,-35470,62.4,48.5,8.29,12.49,-0.84
Latvia,2017,Total,30-44,4039724,333.14,46.8,1.99,80.3,41003,63.5,54.1,9.14,10.02,-1.5
Latvia,2017,Total,45-64,1785245,246.23,38.2,1.61,81.9,20976,87.7,57.3,10.02,13.48,0.74
Latvia,2017,Total,65+,923111,192.49,39.5,1.82,77.9,-49163,68.4,48.3,9.27,9.3,2.09
Latvia,2018,Male,0-14,3823526,248.38,46.6,1.47,77.0,-12041,87.5,52.8,11.11,9.18,-1.31
Latvia,2018,Male,15-29,1887892,323.68,42.2,1.34,80.7,32410,74.5,62.3,7.6,13.58,-0.4
Latvia,2018,Male,30-44,4071357,75.22,43.8,1.3,77.5,-9063,89.0,59.6,10.6,8.54,2.22
Latvia,2018,Male,45-64,3135997,242.52,37.7,1.35,78.6,13228,72.8,62.8,8.64,11.15,1.92
Latvia,2018,Male,65+,1561010,108.14,42.1,1.89,78.0,29770,74.8,61.0,8.77,11.39,1.72
Latvia,2018,Female,0-14,2176916,396.05,35.2,1.69,75.8,24432,83.7,64.4,10.04,11.13,0.58
Latvia,2018,Female,15-29,2962781,328.64,46.2,1.74,82.7,24993,73.8,64.3,11.15,9.0,1.69
Latvia,2018,Female,30-44,2476247,207.57,46.9,1.24,81.3,-40653,84.4,62.2,7.59,9.7,1.43
Latvia,2018,Female,45-64,4730017,482.31,40.2,1.8,79.8,19093,75.1,47.9,11.22,11.87,1.98
Latvia,2018,Female,65+,4389434,317.34,36.3,1.7,75.7,-21305,76.6,62.5,10.63,9.5,2.05
